id,unique_number,name_en,name_fr,short_description_en,short_description_fr,justification_en,justification_fr,date_inscribed,secondary_dates,danger,longitude,latitude,area_hectares,criteria_txt,category,states_name_en,states_name_fr,region_en,region_fr,created_at,updated_at,name_zh,states_name_zh,short_description_zh,region_zh
464,1107,Old Bridge Area of the Old City of Mostar,Quartier du Vieux pont de la vieille ville de Mostar,"The historic town of Mostar, spanning a deep valley of the Neretva River, developed in the 15th and 16th centuries as an Ottoman frontier town and during the Austro-Hungarian period in the 19th and 20th centuries. Mostar has long been known for its old Turkish houses and Old Bridge, Stari Most, after which it is named. In the 1990s conflict, however, most of the historic town and the Old Bridge, designed by the renowned architect Sinan, was destroyed. The Old Bridge was recently rebuilt and many of the edifices in the Old Town have been restored or rebuilt with the contribution of an international scientific committee established by UNESCO. The Old Bridge area, with its pre-Ottoman, eastern Ottoman, Mediterranean and western European architectural features, is an outstanding example of a multicultural urban settlement. The reconstructed Old Bridge and Old City of Mostar is a symbol of reconciliation, international co-operation and of the coexistence of diverse cultural, ethnic and religious communities.","La ville historique de Mostar, nichée dans la profonde vallée de Neretva, est une ancienne ville frontière ottomane qui s’est développée aux XVe et XVIe siècles, et durant la période austro-hongroise des XIXe et XXe siècles. Mostar se caractérise par ses maisons turques anciennes et par le vieux pont, Stari Most, qui lui a valu son nom. Lors des conflits des années 1990, la majeure partie de la ville historique et le vieux pont du célèbre architecte Sinan ont cependant été détruits. Le vieux pont a été reconstruit et de nombreux édifices de la vieille ville ont été restaurés ou rebâtis avec l’aide d’un comité scientifique international mis en place par l’UNESCO. Le quartier du vieux pont, avec ses caractéristiques architecturales (pré-ottomanes, ottomanes de l’Est, méditerranéennes et d’Europe occidentale), est un exemple remarquable d’occupation urbaine multiculturelle. Le pont reconstruit et la vieille ville de Mostar sont un symbole de la coopération internationale et de la coexistence de diverses communautés culturelles, ethniques et religieuses.","<em>Criterion (vi): </em>With the “renaissance” of the Old Bridge and its surroundings, the symbolic power and meaning of the City of Mostar - as an exceptional and universal symbol of coexistence of communities from diverse cultural, ethnic and religious backgrounds - has been reinforced and strengthened, underlining the unlimited efforts of human solidarity for peace and powerful co-operation in the face of overwhelming catastrophes.","<em>Critère (vi) : </em>Avec la « renaissance » du vieux pont et son environnement, la force et la signification symboliques de la ville de Mostar – en tant que symbole universel et exceptionnel de la coexistence de communautés d’origines culturelles, ethniques et religieuses différentes – sont renforcées et confortées, soulignant les efforts illimités de la solidarité humaine pour la paix et une coopération solide face à des situations catastrophiques écrasantes.",2005,,0,17.8150000,43.3373056,7.60,(vi),Cultural,Bosnia and Herzegovina,Bosnie-Herzégovine,Europe and North America,Europe et Amérique du Nord,2024-04-28 08:57:01.164287,2024-05-01 08:36:42.705473,莫斯塔古城舊城區的古橋區,波斯尼亞和赫塞哥維納,莫斯塔爾歷史悠久的城鎮橫跨涅雷特瓦河深谷，在15和16世紀作為鄂圖曼邊境城鎮發展，並在19和20世紀的奧匈帝國時期進一步擴展。莫斯塔爾以其古老的土耳其房屋和以之命名的古橋Stari Most而聞名。然而，在1990年代的衝突中，大部分的歷史城區和由著名建築師Sinan設計的古橋被摧毀。古橋最近得以重建，許多在舊城區內的建築物也在聯合國教科文組織成立的國際科學委員會的貢獻下進行了修復或重建。古橋區域融合了前鄂圖曼、東鄂圖曼、地中海和西歐的建築特色，是多元文化城市聚落的優秀範例。重建的古橋和莫斯塔爾舊城是和解、國際合作以及不同文化、民族和宗教社區共存的象徵。,歐洲和北美洲
465,1437,Mehmed Paša Sokolović Bridge in Višegrad,Pont Mehmed Pacha Sokolović de Višegrad,"The Mehmed Paša Sokolović Bridge of Višegrad across the Drina River in the east of Bosnia and Herzegovina was built at the end of the 16th century by the court architect Mimar Koca Sinan on the orders of Grand Vizier Mehmed Paša Sokolović. Characteristic of the apogee of Ottoman monumental architecture and civil engineering, the bridge has 11 masonry arches with spans of 11 m to 15 m, and an access ramp at right angles with four arches on the left bank of the river. The 179.5 m long bridge is a representative masterpiece of Sinan, one of the greatest architects and engineers of the classical Ottoman period and a contemporary of the Italian Renaissance, with which his work may be compared. The unique elegance of proportion and monumental nobility of the whole site bear witness to the greatness of this style of architecture.","Construit à la fin du XVIe siècle sur la rivière Drina, à l’est de la Bosnie-Herzégovine, le pont Mehmed Pacha Sokolović de Višegrad a été construit par Mimar Koca Sinan, l’architecte de la cour, sur ordre du grand vizir Mehmed Pacha Sokolović. Il est caractéristique de l’apogée de l’architecture monumentale et du génie civil ottomans. Il possède 11 arches maçonnées dont les ouvertures sont comprises entre 11 et 15 m, ainsi qu’une rampe d’accès à l’orthogonale de quatre arches sur la rive gauche de la rivière. Ce pont, long de 179,5 m, est une réalisation majeure de Sinan, un des plus grands architectes et ingénieurs du style ottoman classique et un contemporain de la Renaissance italienne, avec laquelle son travail peut être comparé. L’élégance de ses proportions et la noblesse monumentale uniques du bien témoignent de la grandeur de ce style d’architecture.",,,2007,,0,19.2880250,43.7814444,1.50,(ii)(iv),Cultural,Bosnia and Herzegovina,Bosnie-Herzégovine,Europe and North America,Europe et Amérique du Nord,2024-04-28 08:57:01.166329,2024-05-01 08:36:50.789689,維塞格勒的梅赫梅德·帕夏·索科洛維奇大橋,波斯尼亞和赫塞哥維納,位於波斯尼亞和黑塞哥維那東部的德里納河上的維塞格拉德的梅赫梅德·帕夏索科洛維奇大橋建於16世紀末，由宮廷建築師米馬爾·科查·西南根據大維齊爾梅赫梅德·帕夏索科洛維奇的命令建造。這座橋是奧斯曼帝國宏偉建築和土木工程的巔峰代表，擁有11個石拱橋拱，跨度介於11米到15米之間，在河流左岸有一個與四個拱門成直角的進入坡道。這座長179.5米的橋是西南的代表作品，他是古典奧斯曼時期最偉大的建築師和工程師之一，也是意大利文藝復興時期的同代人，可以將他的作品與之相比。整個遺址獨特的比例優雅和宏偉的建築風格彰顯了這種建築風格的偉大之處。,歐洲和北美洲
466,1191,Tsodilo,Tsodilo,"With one of the highest concentrations of rock art in the world, Tsodilo has been called the ''Louvre of the Desert''. Over 4,500 paintings are preserved in an area of only 10 km2 of the Kalahari Desert. The archaeological record of the area gives a chronological account of human activities and environmental changes over at least 100,000 years. Local communities in this hostile environment respect Tsodilo as a place of worship frequented by ancestral spirits.","Avec l&rsquo;une des plus fortes concentrations d&rsquo;art rupestre au monde, Tsodilo est parfois appel&eacute; le ''Louvre du d&eacute;sert''. Plus de 4 500 peintures sont conserv&eacute;es dans une zone de seulement 10km2 dans le d&eacute;sert du Kalahari. Le site renferme la m&eacute;moire de l&rsquo;&eacute;volution humaine et environnementale sur une dur&eacute;e d&rsquo;au moins 100 000 ans. Les communaut&eacute;s qui vivent encore dans cet environnement hostile respectent Tsodilo en tant que lieu de culte peupl&eacute; des esprits ancestraux.","<strong>Criterion i:</strong> For many thousands of years the rocky outcrops of Tsodilo in the harsh landscape of the Kalahari Desert have been visited and settled by humans, who have left rich traces of their presence in the form of outstanding rock art.</p>
 <p><strong>Criterion iii:</strong> Tsodilo is a site that has witnessed visits and settlement by successive human communities for many millennia.</p>
 <p><strong>Criterion vi: </strong>The Tsodilo outcrops have immense symbolic and religious significance for the human communities who continue to survive in this hostile environment.","<strong>Critère i:</strong> Pendant des milliers d’années, les hommes ont visité les affleurements rocheux de Tsodilo, dans le paysage aride du désert du Kalahari et s’y sont installés, laissant de nombreuses traces de leur présence, sous la forme d’un art rupestre exceptionnel.</p>
 <p><strong>Critère iii:</strong> Le site de Tsodilo témoigne des visites et peuplements de communautés humaines successives pendant des millénaires.</p>
 <p><strong>Critère vi:</strong> Les affleurements rocheux de Tsodilo ont une immense signification symbolique et religieuse pour les communautés humaines qui survivent encore aujourd’hui dans cet environnement hostile.",2001,,0,21.7333333,-18.7500000,4800.00,(i)(iii)(vi),Cultural,Botswana,Botswana,Africa,Afrique,2024-04-28 08:57:01.168199,2024-05-01 08:36:55.600999,斯多利羅,博茨瓦納,"以全球最高濃度的岩石藝術之一聞名，索迪洛被稱為「沙漠中的羅浮宮」。在卡拉哈里沙漠僅10平方公里的範圍內保存著超過4,500幅繪畫。該地區的考古記錄記載了至少10萬年來人類活動和環境變化的時間軸。在這個充滿敵意的環境中，當地社區尊重索迪洛為祖靈常來的祭祀之地。",非洲
467,1976,Okavango Delta,Delta de l’Okavango,"This delta in north-west Botswana comprises permanent marshlands and seasonally flooded plains. It is one of the very few major interior delta systems that do not flow into a sea or ocean, with a wetland system that is almost intact. One of the unique characteristics of the site is that the annual flooding from the River Okavango occurs during the dry season, with the result that the native plants and animals have synchronized their biological cycles with these seasonal rains and floods. It is an exceptional example of the interaction between climatic, hydrological and biological processes. The Okavango Delta is home to some of the world&rsquo;s most endangered species of large mammal, such as the cheetah, white rhinoceros, black rhinoceros, African wild dog and lion.","Cette plaine situ&eacute;e au nord-ouest du Botswana est compos&eacute;e de mar&eacute;cages permanents et de prairies saisonni&egrave;rement inond&eacute;es. Il s&rsquo;agit d&rsquo;un des tr&egrave;s rares grands syst&egrave;mes de deltas int&eacute;rieurs n&rsquo;ayant pas de d&eacute;bouch&eacute; dans la mer et d&rsquo;un syst&egrave;me de zones humides quasi intact. Une des caract&eacute;ristiques uniques de ce site est que les crues annuelles se produisent en saison s&egrave;che, de sorte que les plantes et les animaux ont synchronis&eacute; leur rythme biologique avec les crues et les pluies annuelles. C&rsquo;est un exemple exceptionnel de l&rsquo;interaction des processus climatiques, hydrologiques et biologiques. Le delta de l&rsquo;Okavango entretient des populations de certains des grands mammif&egrave;res les plus en danger du monde tels que le gu&eacute;pard, le rhinoc&eacute;ros blanc et le rhinoc&eacute;ros noir, le lycaon et le lion.",,,2014,,0,22.9000000,-19.2833333,2023590.00,(vii)(ix)(x),Natural,Botswana,Botswana,Africa,Afrique,2024-04-28 08:57:01.169978,2024-05-01 08:37:02.367005,奧卡萬戈三角洲,博茨瓦納,北部波茨瓦納的這片三角洲包括永久性沼澤地和季節性氾濫的平原。這是少數幾個不流入海洋或海洋的主要內陸三角洲系統之一，其濕地系統幾乎完整。該地點的獨特特徵之一是Okavango河每年在旱季發生洪水，導致當地植物和動物將其生物週期與這些季節性降雨和洪水同步。這是氣候、水文和生物過程之間互動的卓越示例。Okavango三角洲是世界上一些最濒危的大型哺乳动物物种的家园，如猎豹、白犀牛、黑犀牛、非洲野狗和狮子。,非洲
468,136,Historic Town of Ouro Preto,"Ville historique d'Ouro Preto","Founded at the end of the 17th century, Ouro Preto (Black Gold) was the focal point of the gold rush and Brazil’s golden age in the 18th century. With the exhaustion of the gold mines in the 19th century, the city’s influence declined but many churches, bridges and fountains remain as a testimony to its past prosperity and the exceptional talent of the Baroque sculptor Aleijadinho.","Fondée à la fin du XVIIe siècle, la ville d’Ouro Preto (« l’Or noir ») a été le point de convergence de la ruée vers l’or et le centre de « l’Âge d’or du Brésil » au XVIIIe siècle. Avec l’épuisement des mines d’or au XIXe siècle, l’influence d’Ouro Preto a décliné, mais beaucoup d’églises, de ponts et de fontaines subsistent et témoignent de son ancienne prospérité et du talent exceptionnel du sculpteur baroque l’Aleijadinho.",,,1980,,0,-43.5055556,-20.3888889,167.80,(i)(iii),Cultural,Brazil,Brésil,Latin America and the Caribbean,Amérique latine et Caraïbes,2024-04-28 08:57:01.171474,2024-05-01 08:37:11.117491,奧羅普雷圖歷史城區,巴西 (Bāxī),位於17世紀末期建立的奧羅普雷托（黑金城）是18世紀巴西黃金熱潮和黃金時代的焦點。隨著19世紀金礦的枯竭，這座城市的影響力有所下降，但許多教堂、橋樑和噴泉仍然作為過去繁榮的見證，展現巴洛克雕塑家阿萊哈丁奧卓尼奧卓尼奧的卓越才華。,拉丁美洲和加勒比海
469,210,Historic Centre of the Town of Olinda,"Centre historique de la ville d'Olinda","Founded in the 16th century by the Portuguese, the town’s history is linked to the sugar-cane industry. Rebuilt after being looted by the Dutch, its basic urban fabric dates from the 18th century. The harmonious balance between the buildings, gardens, 20 Baroque churches, convents and numerous small passos (chapels) all contribute to Olinda’s particular charm.","La ville a été fondée au XVIe siècle par les Portugais et son histoire est liée à l’industrie de la canne à sucre. Elle a été reconstruite après son pillage par les Hollandais et l’essentiel de son tissu urbain date du XVIIIe siècle. L’équilibre préservé entre les bâtiments, les jardins, les vingt églises baroques, les couvents et les nombreuses petites chapelles (« passos ») donne à Olinda une ambiance toute particulière.",,,1982,,0,-34.8450000,-8.0133333,190.90,(ii)(iv),Cultural,Brazil,Brésil,Latin America and the Caribbean,Amérique latine et Caraïbes,2024-04-28 08:57:01.173474,2024-05-01 08:37:14.941641,奧琳達古城的歷史中心,巴西 (Bāxī),位於16世紀由葡萄牙人建立的這個城鎮的歷史與甘蔗產業息息相關。在遭到荷蘭人洗劫後重建，其基本城市結構可以追溯到18世紀。建築物、花園、20座巴洛克風格的教堂、修道院以及眾多小型的小教堂（passos）之間的和諧平衡共同營造了奧林達獨特的魅力。,拉丁美洲和加勒比海
470,348,Historic Centre of Salvador de Bahia,Centre historique de Salvador de Bahia,"As the first capital of Brazil, from 1549 to 1763, Salvador de Bahia witnessed the blending of European, African and Amerindian cultures. It was also, from 1558, the first slave market in the New World, with slaves arriving to work on the sugar plantations. The city has managed to preserve many outstanding Renaissance buildings. A special feature of the old town are the brightly coloured houses, often decorated with fine stucco-work.","Première capitale du Brésil de 1549 à 1763, Salvador de Bahia a été un point de convergence des cultures européennes, africaines et amérindiennes. Elle a également été, dès 1558, le premier marché d’esclaves du Nouveau Monde à destination des plantations de cannes à sucre. La ville a pu préserver de nombreux exemples exceptionnels d’architecture Renaissance. Les maisons polychromes aux couleurs vives, souvent ornées de décorations en stuc de grande qualité, sont une des caractéristiques de la vieille ville.",,,1985,,0,-38.5129810,-12.9729170,200.00,(iv)(vi),Cultural,Brazil,Brésil,Latin America and the Caribbean,Amérique latine et Caraïbes,2024-04-28 08:57:01.175344,2024-05-01 08:37:19.958815,巴伊亞薩爾瓦多歷史中心,巴西 (Bāxī),作為巴西的首都，從1549年到1763年，薩爾瓦多·巴伊亞見證了歐洲、非洲和美洲印第安文化的融合。從1558年起，這裡也是新世界第一個奴隸市場，奴隸被帶來工作在糖廠。這座城市成功地保留了許多優秀的文藝復興建築。舊城區的一個特點是明亮的彩色房屋，通常裝飾著精美的灰泥工藝。,拉丁美洲和加勒比海
471,380,Sanctuary of Bom Jesus do Congonhas,Sanctuaire du Bon Jésus à Congonhas,"This sanctuary in Minais Gerais, south of Belo Horizonte was built in the second half of the 18th century. It consists of a church with a magnificent Rococo interior of Italian inspiration; an outdoor stairway decorated with statues of the prophets; and seven chapels illustrating the Stations of the Cross, in which the polychrome sculptures by Aleijadinho are masterpieces of a highly original, moving, expressive form of Baroque art.","Construit pendant la seconde moitié du XVIIIe siècle, le sanctuaire, situé dans le Minas Gerais, au sud de Belo Horizonte, se compose d’une église au somptueux décor intérieur rococo d’inspiration italienne, d’un escalier en terrasse décoré de statues de prophètes et de sept chapelles abritant un chemin de croix où les groupes polychromes sculptés par l’Aleijadinho sont le chef-d’œuvre d’un art baroque original, pathétique et hautement expressif.",,,1985,,0,-43.8608060,-20.5082010,2.19,(i)(iv),Cultural,Brazil,Brésil,Latin America and the Caribbean,Amérique latine et Caraïbes,2024-04-28 08:57:01.176923,2024-05-01 08:37:24.892331,巴馬熱斯聖殿,巴西 (Bāxī),這座位於米納斯吉拉斯州貝洛奧里藏特南部的聖所建於18世紀下半葉。它包括一座擁有壯麗義大利風格Rococo內部裝飾的教堂；一條室外樓梯上裝飾有先知雕像；以及七座描繪苦路的小教堂，其中阿萊賈丁納多（Aleijadinho）的彩繪雕塑是高度原創、感人且表現豐富的巴洛克藝術的傑作。,拉丁美洲和加勒比海
472,408,Iguaçu National Park,"Parc national d'Iguaçu","The park shares with Iguazú National Park in Argentina one of the world’s largest and most impressive waterfalls, extending over some 2,700 m. It is home to many rare and endangered species of flora and fauna, among them the giant otter and the giant anteater. The clouds of spray produced by the waterfall are conducive to the growth of lush vegetation.","Comme son voisin d’Argentine, le parc national de l’Iguaçu permet d’admirer, sur une longueur de 2 700 m, l’une des cataractes les plus grandes et les plus impressionnantes du monde. Il abrite de nombreuses espèces rares et menacées de flore et de faune, et notamment la loutre géante et le fourmilier géant. Les nuages d’embruns qui se dégagent des chutes favorisent la croissance d’une végétation luxuriante.",,,1986,,0,-53.8001444,-25.4481472,169695.88,(vii)(x),Natural,Brazil,Brésil,Latin America and the Caribbean,Amérique latine et Caraïbes,2024-04-28 08:57:01.179042,2024-05-01 08:37:28.472867,伊瓜蘇國家公園,巴西 (Bāxī),"這座公園與阿根廷伊瓜蘇國家公園共享世界上最大和最壯觀的瀑布之一，總長達約2,700米。這裡是許多稀有和瀕臨滅絕的植物和動物物種的家園，其中包括巨型水獺和巨型食蟻獸。瀑布產生的噴霧雲有利於茂密植被的生長。",拉丁美洲和加勒比海
473,516,Brasilia,Brasilia,"Brasilia, a capital created <em>ex nihilo</em> in the centre of the country in 1956, was a landmark in the history of town planning. Urban planner Lucio Costa and architect Oscar Niemeyer intended that every element – from the layout of the residential and administrative districts (often compared to the shape of a bird in flight) to the symmetry of the buildings themselves – should be in harmony with the city’s overall design. The official buildings, in particular, are innovative and imaginative.","Brasília, capitale créée <em>ex nihilo</em> au centre du pays en 1956-1960, a été un événement majeur dans l’histoire de l’urbanisme. L’urbaniste Lucio Costa et l’architecte Oscar Niemeyer ont voulu que tout, depuis le plan général des quartiers administratifs et résidentiels – souvent comparé à la forme d’un oiseau – jusqu’à la symétrie des bâtiments eux-mêmes, reflète la conception harmonieuse de la ville dont les bâtiments officiels frappent par leur aspect novateur.",,,1987,,0,-47.9000000,-15.7833300,11268.92,(i)(iv),Cultural,Brazil,Brésil,Latin America and the Caribbean,Amérique latine et Caraïbes,2024-04-28 08:57:01.180911,2024-05-01 08:37:32.639567,巴西利亞,巴西 (Bāxī),巴西利亞是一座於1956年在該國中部從無到有建立的首都，是城市規劃史上的一個里程碑。城市規劃師盧西奧·科斯塔和建築師奧斯卡·尼馬耶爾希望每個元素，從住宅和行政區的布局（常被比喻為飛鳥形狀）到建築物本身的對稱性，都應與城市的整體設計保持和諧。特別是官方建築，具有創新和想像力。,拉丁美洲和加勒比海
474,719,Serra da Capivara National Park,Parc national de Serra da Capivara,"Many of the numerous rock shelters in the Serra da Capivara National Park are decorated with cave paintings, some more than 25,000 years old. They are an outstanding testimony to one of the oldest human communities of South America.",Beaucoup des nombreux abris creusés dans le roc du parc national de Serra da Capivara sont ornés de peintures rupestres dont certaines remontent à plus de 25 000 ans. Elles fournissent un témoignage exceptionnel sur l’une des plus anciennes communautés humaines d’Amérique du Sud.,,,1991,,0,-42.6524360,-8.7186340,130600.00,(iii),Cultural,Brazil,Brésil,Latin America and the Caribbean,Amérique latine et Caraïbes,2024-04-28 08:57:01.182428,2024-05-01 08:37:35.664876,卡皮瓦拉山國家公園,巴西 (Bāxī),"在Serra da Capivara國家公園中，許多岩石避難所都裝飾著洞穴壁畫，有些甚至超過25,000年的歷史。這些壁畫是對南美洲其中一個最古老的人類社區的卓越見證。",拉丁美洲和加勒比海
475,970,Historic Centre of São Luís,Centre historique de São Luís,"The late 17th-century core of this historic town, founded by the French and occupied by the Dutch before coming under Portuguese rule, has preserved the original rectangular street plan in its entirety. Thanks to a period of economic stagnation in the early 20th century, an exceptional number of fine historic buildings have survived, making this an outstanding example of an Iberian colonial town.","Le centre de cette ville historique datant de la fin du XVIIe siècle, fondée par les Français et occupée par les Hollandais avant de passer sous la domination des Portugais, a préservé l’ensemble d’origine de ses rues au quadrillage rectangulaire. En raison d’une période de stagnation économique au début du XXe siècle, un nombre important de bâtiments historiques de grande qualité ont été conservés, en faisant ainsi un exemple exceptionnel de ville coloniale ibérique.","The Committee decided to inscribe this property on the basis of criteria (iii), (iv) and (v), considering that the Historic Centre of São Luis do Maranhão is an outstanding example of a Portuguese colonial town that adapted successfully to the climatic conditions in equatorial South America and which has preserved its urban fabric, harmoniously integrated with its natural setting, to an exceptional degree.","Le Comité a décidé d'inscrire ce bien sur la base des critères (iii), (iv) et (v). Le Centre historique de Sao Luis do Maranhao est un exemple exceptionnel de ville coloniale portugaise, adaptée avec succès aux conditions climatiques de l'Amérique du Sud équatoriale et ayant préservé dans une remarquable mesure son tissu urbain harmonieusement intégré à son environnement naturel.",1997,,0,-44.3033690,-2.5300540,66.65,(iii)(iv)(v),Cultural,Brazil,Brésil,Latin America and the Caribbean,Amérique latine et Caraïbes,2024-04-28 08:57:01.183903,2024-05-01 08:37:40.030845,聖路易斯歷史中心,巴西 (Bāxī),這座歷史悠久的小鎮建立於17世紀末，最初由法國人建立，後來被荷蘭人佔領，最終成為葡萄牙統治。該小鎮保留了完整的原始矩形街道規劃，並且得益於20世紀初期的經濟停滯時期，許多優美的歷史建築得以保存，使其成為伊比利亞殖民小鎮的傑出範例。,拉丁美洲和加勒比海
476,1042,Historic Centre of the Town of Diamantina,Centre historique de la ville de Diamantina,"Diamantina, a colonial village set like a jewel in a necklace of inhospitable rocky mountains, recalls the exploits of diamond prospectors in the 18th century and testifies to the triumph of human cultural and artistic endeavour over the environment.",Diamantina est une ville coloniale insérée comme un joyau dans un massif montagneux inhospitalier. Elle illustre l’aventure des chercheurs de diamant au XVIIIe siècle et témoigne de l’emprise culturelle et artistique de l’être humain sur son environnement vivant.,"Criterion (ii) Diamantina shows how explorers of the Brazilian territory, diamond prospectors, and representatives of the Crown were able to adapt European models to an American context in the 18th century, thus creating a culture that was faithful to its roots yet completely original. Criterion (iv) The urban and architectural group of Diamantina, perfectly integrated into a wild landscape, is a fine example of an adventurous spirit combined with a quest for refinement so typical of human nature.","Critère ii Diamantina montre comment, au XVIIIe siècle, les explorateurs du territoire brésilien, les aventuriers du diamant et les représentants de la Couronne ont su adapter des modèles européens à un contexte américain, créant ainsi une culture à la fois fidèle à ses origines et tout à fait originale. Critère iv L'ensemble urbain et architectural de Diamantina, parfaitement intégré à un paysage sauvage est un bel exemple de ce mélange d’esprit aventurier et de souci de raffinement qui caractérise l’aventure humaine.",1999,,0,-43.5976800,-18.2447760,28.50,(ii)(iv),Cultural,Brazil,Brésil,Latin America and the Caribbean,Amérique latine et Caraïbes,2024-04-28 08:57:01.185378,2024-05-01 08:37:43.32147,戴曼提納鎮的歷史中心,巴西 (Bāxī),位於繁體中文的世界遺產地點，Diamantina 是一座殖民村莊，宛如一顆寶石被設置在一條荒蕪岩石山脈的項鍊上。它憶起了18世紀的鑽石探勘者的壯舉，並證明了人類文化和藝術努力在環境面前的勝利。,拉丁美洲和加勒比海
477,1044,Discovery Coast Atlantic Forest Reserves,Côte de la découverte – Réserves de la forêt atlantique,"The Discovery Coast Atlantic Forest Reserves, in the states of Bahia and Espírito Santo, consist of eight separate protected areas containing 112,000 ha of Atlantic forest and associated shrub (<em>restingas</em>). The rainforests of Brazil’s Atlantic coast are the world’s richest in terms of biodiversity. The site contains a distinct range of species with a high level of endemism and reveals a pattern of evolution that is not only of great scientific interest but is also of importance for conservation.","La Côte de la découverte du Brésil, située dans les États de Bahía et d’Espirito Santo, se compose de huit aires protégées qui contiennent 112 000 ha de forêt atlantique et arbustes associés (<em>restingas</em>). La forêt atlantique est la forêt ombrophile la plus riche du monde du point de vue de la biodiversité. La Côte de la découverte abrite un large éventail d’espèces ayant un haut niveau d’endémisme. Elle révèle un schéma d’évolution de très grand intérêt pour la science et la conservation.","<em>Criterion (ix):</em> The Brazilian Discovery Coast includes a number of areas containing the best and largest remaining examples of Atlantic forest in the northeast region of Brazil and contains high numbers of rare and endemic species.</p>
 <p><em>Criterion (x):</em> The site displays the biological richness and evolutionary history of the few remaining areas of Atlantic forest of northeast Brazil. The site reveals a pattern of evolution of great interest to science and importance for conservation. The fact that only these few scattered remnants of a once vast forest remain, make them an irreplaceable part of the world’s forest heritage.",Les réserves de la forêt atlantique de la côte de la découverte comprennent huit régions séparées protégées contenant les vestiges les plus représentatifs et les plus étendus de la forêt atlantique du nord-est du Brésil et recèlent un grand nombre d’espèces rares et endémiques. Le site contient une grande richesse biologique et illustre l’évolution des rares régions restantes de forêt atlantique dans le nord-est du Brésil. On peut y observer des structures d’évolution extrêmement intéressantes du point de vue de la science et de la conservation. Le fait qu’il ne reste plus que ces vestiges éparpillés d’une forêt qui fut immense explique que le site soit un élément irremplaçable du patrimoine forestier mondial.,1999,,0,-39.2500000,-16.5000000,111930.00,(ix)(x),Natural,Brazil,Brésil,Latin America and the Caribbean,Amérique latine et Caraïbes,2024-04-28 08:57:01.186843,2024-05-01 08:37:48.338778,發現海岸大西洋森林保護區,巴西 (Bāxī),"位於巴伊亞州和伊斯皮里圖聖托州的發現海岸大西洋森林保護區共包含八個獨立的保護區，總面積為112,000公頃，包括大西洋森林和相關灌木（restingas）。巴西大西洋海岸的雨林在生物多樣性方面是世界上最豐富的。這個地點包含了一系列具有高度特有性的物種，展示了一個不僅在科學上具有重要性，而且在保護方面也具有重要性的演化模式。",拉丁美洲和加勒比海
478,1045,Atlantic Forest South-East Reserves,Forêt atlantique – Réserves du sud-est,"The Atlantic Forest South-East Reserves, in the states of Paraná and São Paulo, contain some of the best and most extensive examples of Atlantic forest in Brazil. The 25 protected areas that make up the site (some 470,000 ha in total) display the biological wealth and evolutionary history of the last remaining Atlantic forests. From mountains covered by dense forests, down to wetlands, coastal islands with isolated mountains and dunes, the area comprises a rich natural environment of great scenic beauty.","Située dans les États du Paraná et de São Paulo, cette forêt abrite quelques-uns des meilleurs – et plus vastes – exemples de la forêt atlantique brésilienne. Les vingt-cinq aires protégées qui composent ce site s’étendent sur environ 470 000 ha et illustrent la richesse biologique et l’évolution des derniers vestiges de la forêt atlantique. Depuis les montagnes couvertes de forêts denses jusqu’aux zones humides, aux îles côtières avec leurs montagnes et leurs dunes isolées, ce site présente un milieu naturel riche et de grande beauté.","The Atlantic Forests (Southeast) contain the best and largest remaining examples of Atlantic forest in the southeast region of Brazil. The 25 protected areas that make up the site display the biological richness and evolutionary history of the few remaining areas of Atlantic forest of southeast Brazil. The area is also exceptionally diverse with high numbers of rare and endemic species. With its “mountains to the sea” attitudinal gradient, its estuary, wild rivers, karst and numerous waterfalls, the site also has exceptional scenic values.","Le site proposé contient les exemples les meilleurs et les plus étendus de la forêt atlantique dans la région du sud-est du Brésil. Les 25 aires protégées qui composent le site forment un archipel forestier qui révèle une structure de l’évolution de très grand intérêt pour la science et importante pour la conservation. Aucun des vestiges forestiers ne conviendrait à lui seul: c’est l’ensemble des six groupes, se complétant de manière synergique, qui illustre la richesse biologique et l’évolution des derniers vestiges de la forêt atlantique du sud-est du Brésil.",1999,,0,-48.0000000,-24.1666700,468193.00,(vii)(ix)(x),Natural,Brazil,Brésil,Latin America and the Caribbean,Amérique latine et Caraïbes,2024-04-28 08:57:01.188374,2024-05-01 08:37:53.364724,大西洋森林東南部保護區,巴西 (Bāxī),"大西洋森林東南部保護區位於巴西巴拉那州和聖保羅州，涵蓋了該國一些最優秀且最廣泛的大西洋森林示例。該遺址由25個受保護區域組成，總面積約為470,000公頃，展示了最後幾個大西洋森林的生物豐富性和演化歷史。從被密集森林覆蓋的山脈到潮濕地、有孤立山脈和沙丘的海岸島嶼，這個地區包含了一個豐富的自然環境，具有極高的風景美感。",拉丁美洲和加勒比海
